文字	面区点	水準	Unicode	UTF16
出	1-29-48	第1水準	U+51FA	0x51FA
術	1-29-49	第1水準	U+8853	0x8853
述	1-29-50	第1水準	U+8FF0	0x8FF0
俊	1-29-51	第1水準	U+4FCA	0x4FCA
峻	1-29-52	第1水準	U+5CFB	0x5CFB
春	1-29-53	第1水準	U+6625	0x6625
瞬	1-29-54	第1水準	U+77AC	0x77AC
竣	1-29-55	第1水準	U+7AE3	0x7AE3
舜	1-29-56	第1水準	U+821C	0x821C
駿	1-29-57	第1水準	U+99FF	0x99FF
准	1-29-58	第1水準	U+51C6	0x51C6
循	1-29-59	第1水準	U+5FAA	0x5FAA
旬	1-29-60	第1水準	U+65EC	0x65EC
楯	1-29-61	第1水準	U+696F	0x696F
殉	1-29-62	第1水準	U+6B89	0x6B89
淳	1-29-63	第1水準	U+6DF3	0x6DF3
準	1-29-64	第1水準	U+6E96	0x6E96
潤	1-29-65	第1水準	U+6F64	0x6F64
盾	1-29-66	第1水準	U+76FE	0x76FE
純	1-29-67	第1水準	U+7D14	0x7D14
巡	1-29-68	第1水準	U+5DE1	0x5DE1
遵	1-29-69	第1水準	U+9075	0x9075
醇	1-29-70	第1水準	U+9187	0x9187
順	1-29-71	第1水準	U+9806	0x9806
処	1-29-72	第1水準	U+51E6	0x51E6
初	1-29-73	第1水準	U+521D	0x521D
所	1-29-74	第1水準	U+6240	0x6240
暑	1-29-75	第1水準	U+6691	0x6691
曙	1-29-76	第1水準	U+66D9	0x66D9
渚	1-29-77	第1水準	U+6E1A	0x6E1A
庶	1-29-78	第1水準	U+5EB6	0x5EB6
緒	1-29-79	第1水準	U+7DD2	0x7DD2
署	1-29-80	第1水準	U+7F72	0x7F72
書	1-29-81	第1水準	U+66F8	0x66F8
薯	1-29-82	第1水準	U+85AF	0x85AF
藷	1-29-83	第1水準	U+85F7	0x85F7
諸	1-29-84	第1水準	U+8AF8	0x8AF8
助	1-29-85	第1水準	U+52A9	0x52A9
叙	1-29-86	第1水準	U+53D9	0x53D9
女	1-29-87	第1水準	U+5973	0x5973
序	1-29-88	第1水準	U+5E8F	0x5E8F
徐	1-29-89	第1水準	U+5F90	0x5F90
恕	1-29-90	第1水準	U+6055	0x6055
鋤	1-29-91	第1水準	U+92E4	0x92E4
除	1-29-92	第1水準	U+9664	0x9664
傷	1-29-93	第1水準	U+50B7	0x50B7
償	1-29-94	第1水準	U+511F	0x511F
勝	1-30-01	第1水準	U+52DD	0x52DD
匠	1-30-02	第1水準	U+5320	0x5320
升	1-30-03	第1水準	U+5347	0x5347
召	1-30-04	第1水準	U+53EC	0x53EC
哨	1-30-05	第1水準	U+54E8	0x54E8
商	1-30-06	第1水準	U+5546	0x5546
唱	1-30-07	第1水準	U+5531	0x5531
嘗	1-30-08	第1水準	U+5617	0x5617
奨	1-30-09	第1水準	U+5968	0x5968
妾	1-30-10	第1水準	U+59BE	0x59BE
娼	1-30-11	第1水準	U+5A3C	0x5A3C
宵	1-30-12	第1水準	U+5BB5	0x5BB5
将	1-30-13	第1水準	U+5C06	0x5C06
小	1-30-14	第1水準	U+5C0F	0x5C0F
少	1-30-15	第1水準	U+5C11	0x5C11
尚	1-30-16	第1水準	U+5C1A	0x5C1A
庄	1-30-17	第1水準	U+5E84	0x5E84
床	1-30-18	第1水準	U+5E8A	0x5E8A
廠	1-30-19	第1水準	U+5EE0	0x5EE0
彰	1-30-20	第1水準	U+5F70	0x5F70
承	1-30-21	第1水準	U+627F	0x627F
抄	1-30-22	第1水準	U+6284	0x6284
招	1-30-23	第1水準	U+62DB	0x62DB
掌	1-30-24	第1水準	U+638C	0x638C
捷	1-30-25	第1水準	U+6377	0x6377
昇	1-30-26	第1水準	U+6607	0x6607
昌	1-30-27	第1水準	U+660C	0x660C
昭	1-30-28	第1水準	U+662D	0x662D
晶	1-30-29	第1水準	U+6676	0x6676
松	1-30-30	第1水準	U+677E	0x677E
梢	1-30-31	第1水準	U+68A2	0x68A2
樟	1-30-32	第1水準	U+6A1F	0x6A1F
樵	1-30-33	第1水準	U+6A35	0x6A35
沼	1-30-34	第1水準	U+6CBC	0x6CBC
消	1-30-35	第1水準	U+6D88	0x6D88
渉	1-30-36	第1水準	U+6E09	0x6E09
湘	1-30-37	第1水準	U+6E58	0x6E58
焼	1-30-38	第1水準	U+713C	0x713C
焦	1-30-39	第1水準	U+7126	0x7126
照	1-30-40	第1水準	U+7167	0x7167
症	1-30-41	第1水準	U+75C7	0x75C7
省	1-30-42	第1水準	U+7701	0x7701
硝	1-30-43	第1水準	U+785D	0x785D
礁	1-30-44	第1水準	U+7901	0x7901
祥	1-30-45	第1水準	U+7965	0x7965
称	1-30-46	第1水準	U+79F0	0x79F0
章	1-30-47	第1水準	U+7AE0	0x7AE0
笑	1-30-48	第1水準	U+7B11	0x7B11
粧	1-30-49	第1水準	U+7CA7	0x7CA7
紹	1-30-50	第1水準	U+7D39	0x7D39
肖	1-30-51	第1水準	U+8096	0x8096
菖	1-30-52	第1水準	U+83D6	0x83D6
蒋	1-30-53	第1水準	U+848B	0x848B
蕉	1-30-54	第1水準	U+8549	0x8549
衝	1-30-55	第1水準	U+885D	0x885D
裳	1-30-56	第1水準	U+88F3	0x88F3
訟	1-30-57	第1水準	U+8A1F	0x8A1F
証	1-30-58	第1水準	U+8A3C	0x8A3C
詔	1-30-59	第1水準	U+8A54	0x8A54
詳	1-30-60	第1水準	U+8A73	0x8A73
象	1-30-61	第1水準	U+8C61	0x8C61
賞	1-30-62	第1水準	U+8CDE	0x8CDE
醤	1-30-63	第1水準	U+91A4	0x91A4
鉦	1-30-64	第1水準	U+9266	0x9266
鍾	1-30-65	第1水準	U+937E	0x937E
鐘	1-30-66	第1水準	U+9418	0x9418
障	1-30-67	第1水準	U+969C	0x969C
鞘	1-30-68	第1水準	U+9798	0x9798
上	1-30-69	第1水準	U+4E0A	0x4E0A
丈	1-30-70	第1水準	U+4E08	0x4E08
丞	1-30-71	第1水準	U+4E1E	0x4E1E
乗	1-30-72	第1水準	U+4E57	0x4E57
冗	1-30-73	第1水準	U+5197	0x5197
剰	1-30-74	第1水準	U+5270	0x5270
城	1-30-75	第1水準	U+57CE	0x57CE
場	1-30-76	第1水準	U+5834	0x5834
壌	1-30-77	第1水準	U+58CC	0x58CC
嬢	1-30-78	第1水準	U+5B22	0x5B22
常	1-30-79	第1水準	U+5E38	0x5E38
情	1-30-80	第1水準	U+60C5	0x60C5
擾	1-30-81	第1水準	U+64FE	0x64FE
条	1-30-82	第1水準	U+6761	0x6761
杖	1-30-83	第1水準	U+6756	0x6756
浄	1-30-84	第1水準	U+6D44	0x6D44
状	1-30-85	第1水準	U+72B6	0x72B6
畳	1-30-86	第1水準	U+7573	0x7573
穣	1-30-87	第1水準	U+7A63	0x7A63
蒸	1-30-88	第1水準	U+84B8	0x84B8
譲	1-30-89	第1水準	U+8B72	0x8B72
醸	1-30-90	第1水準	U+91B8	0x91B8
錠	1-30-91	第1水準	U+9320	0x9320
嘱	1-30-92	第1水準	U+5631	0x5631
埴	1-30-93	第1水準	U+57F4	0x57F4
飾	1-30-94	第1水準	U+98FE	0x98FE
拭	1-31-01	第1水準	U+62ED	0x62ED
植	1-31-02	第1水準	U+690D	0x690D
殖	1-31-03	第1水準	U+6B96	0x6B96
燭	1-31-04	第1水準	U+71ED	0x71ED
織	1-31-05	第1水準	U+7E54	0x7E54
職	1-31-06	第1水準	U+8077	0x8077
色	1-31-07	第1水準	U+8272	0x8272
触	1-31-08	第1水準	U+89E6	0x89E6
食	1-31-09	第1水準	U+98DF	0x98DF
蝕	1-31-10	第1水準	U+8755	0x8755
辱	1-31-11	第1水準	U+8FB1	0x8FB1
尻	1-31-12	第1水準	U+5C3B	0x5C3B
伸	1-31-13	第1水準	U+4F38	0x4F38
信	1-31-14	第1水準	U+4FE1	0x4FE1
侵	1-31-15	第1水準	U+4FB5	0x4FB5
唇	1-31-16	第1水準	U+5507	0x5507
娠	1-31-17	第1水準	U+5A20	0x5A20
寝	1-31-18	第1水準	U+5BDD	0x5BDD
審	1-31-19	第1水準	U+5BE9	0x5BE9
心	1-31-20	第1水準	U+5FC3	0x5FC3
慎	1-31-21	第1水準	U+614E	0x614E
振	1-31-22	第1水準	U+632F	0x632F
新	1-31-23	第1水準	U+65B0	0x65B0
晋	1-31-24	第1水準	U+664B	0x664B
森	1-31-25	第1水準	U+68EE	0x68EE
榛	1-31-26	第1水準	U+699B	0x699B
浸	1-31-27	第1水準	U+6D78	0x6D78
深	1-31-28	第1水準	U+6DF1	0x6DF1
申	1-31-29	第1水準	U+7533	0x7533
疹	1-31-30	第1水準	U+75B9	0x75B9
真	1-31-31	第1水準	U+771F	0x771F
神	1-31-32	第1水準	U+795E	0x795E
秦	1-31-33	第1水準	U+79E6	0x79E6
紳	1-31-34	第1水準	U+7D33	0x7D33
臣	1-31-35	第1水準	U+81E3	0x81E3
芯	1-31-36	第1水準	U+82AF	0x82AF
薪	1-31-37	第1水準	U+85AA	0x85AA
親	1-31-38	第1水準	U+89AA	0x89AA
診	1-31-39	第1水準	U+8A3A	0x8A3A
身	1-31-40	第1水準	U+8EAB	0x8EAB
辛	1-31-41	第1水準	U+8F9B	0x8F9B
進	1-31-42	第1水準	U+9032	0x9032
針	1-31-43	第1水準	U+91DD	0x91DD
震	1-31-44	第1水準	U+9707	0x9707
人	1-31-45	第1水準	U+4EBA	0x4EBA
仁	1-31-46	第1水準	U+4EC1	0x4EC1
刃	1-31-47	第1水準	U+5203	0x5203
塵	1-31-48	第1水準	U+5875	0x5875
壬	1-31-49	第1水準	U+58EC	0x58EC
尋	1-31-50	第1水準	U+5C0B	0x5C0B
甚	1-31-51	第1水準	U+751A	0x751A
尽	1-31-52	第1水準	U+5C3D	0x5C3D
腎	1-31-53	第1水準	U+814E	0x814E
訊	1-31-54	第1水準	U+8A0A	0x8A0A
迅	1-31-55	第1水準	U+8FC5	0x8FC5
陣	1-31-56	第1水準	U+9663	0x9663
靭	1-31-57	第1水準	U+976D	0x976D
笥	1-31-58	第1水準	U+7B25	0x7B25
諏	1-31-59	第1水準	U+8ACF	0x8ACF
須	1-31-60	第1水準	U+9808	0x9808
酢	1-31-61	第1水準	U+9162	0x9162
図	1-31-62	第1水準	U+56F3	0x56F3
厨	1-31-63	第1水準	U+53A8	0x53A8
逗	1-31-64	第1水準	U+9017	0x9017
吹	1-31-65	第1水準	U+5439	0x5439
垂	1-31-66	第1水準	U+5782	0x5782
帥	1-31-67	第1水準	U+5E25	0x5E25
推	1-31-68	第1水準	U+63A8	0x63A8
水	1-31-69	第1水準	U+6C34	0x6C34
炊	1-31-70	第1水準	U+708A	0x708A
睡	1-31-71	第1水準	U+7761	0x7761
粋	1-31-72	第1水準	U+7C8B	0x7C8B
翠	1-31-73	第1水準	U+7FE0	0x7FE0
衰	1-31-74	第1水準	U+8870	0x8870
遂	1-31-75	第1水準	U+9042	0x9042
酔	1-31-76	第1水準	U+9154	0x9154
錐	1-31-77	第1水準	U+9310	0x9310
錘	1-31-78	第1水準	U+9318	0x9318
随	1-31-79	第1水準	U+968F	0x968F
瑞	1-31-80	第1水準	U+745E	0x745E
髄	1-31-81	第1水準	U+9AC4	0x9AC4
崇	1-31-82	第1水準	U+5D07	0x5D07
嵩	1-31-83	第1水準	U+5D69	0x5D69
数	1-31-84	第1水準	U+6570	0x6570
枢	1-31-85	第1水準	U+67A2	0x67A2
趨	1-31-86	第1水準	U+8DA8	0x8DA8
雛	1-31-87	第1水準	U+96DB	0x96DB
据	1-31-88	第1水準	U+636E	0x636E
杉	1-31-89	第1水準	U+6749	0x6749
椙	1-31-90	第1水準	U+6919	0x6919
菅	1-31-91	第1水準	U+83C5	0x83C5
頗	1-31-92	第1水準	U+9817	0x9817
雀	1-31-93	第1水準	U+96C0	0x96C0
裾	1-31-94	第1水準	U+88FE	0x88FE
澄	1-32-01	第1水準	U+6F84	0x6F84
摺	1-32-02	第1水準	U+647A	0x647A
寸	1-32-03	第1水準	U+5BF8	0x5BF8
世	1-32-04	第1水準	U+4E16	0x4E16
瀬	1-32-05	第1水準	U+702C	0x702C
畝	1-32-06	第1水準	U+755D	0x755D
是	1-32-07	第1水準	U+662F	0x662F
凄	1-32-08	第1水準	U+51C4	0x51C4
制	1-32-09	第1水準	U+5236	0x5236
勢	1-32-10	第1水準	U+52E2	0x52E2
姓	1-32-11	第1水準	U+59D3	0x59D3
征	1-32-12	第1水準	U+5F81	0x5F81
性	1-32-13	第1水準	U+6027	0x6027
成	1-32-14	第1水準	U+6210	0x6210
政	1-32-15	第1水準	U+653F	0x653F
整	1-32-16	第1水準	U+6574	0x6574
星	1-32-17	第1水準	U+661F	0x661F
晴	1-32-18	第1水準	U+6674	0x6674
棲	1-32-19	第1水準	U+68F2	0x68F2
栖	1-32-20	第1水準	U+6816	0x6816
正	1-32-21	第1水準	U+6B63	0x6B63
清	1-32-22	第1水準	U+6E05	0x6E05
牲	1-32-23	第1水準	U+7272	0x7272
生	1-32-24	第1水準	U+751F	0x751F
盛	1-32-25	第1水準	U+76DB	0x76DB
精	1-32-26	第1水準	U+7CBE	0x7CBE
聖	1-32-27	第1水準	U+8056	0x8056
声	1-32-28	第1水準	U+58F0	0x58F0
製	1-32-29	第1水準	U+88FD	0x88FD
西	1-32-30	第1水準	U+897F	0x897F
誠	1-32-31	第1水準	U+8AA0	0x8AA0
誓	1-32-32	第1水準	U+8A93	0x8A93
請	1-32-33	第1水準	U+8ACB	0x8ACB
逝	1-32-34	第1水準	U+901D	0x901D
醒	1-32-35	第1水準	U+9192	0x9192
青	1-32-36	第1水準	U+9752	0x9752
静	1-32-37	第1水準	U+9759	0x9759
斉	1-32-38	第1水準	U+6589	0x6589
税	1-32-39	第1水準	U+7A0E	0x7A0E
脆	1-32-40	第1水準	U+8106	0x8106
隻	1-32-41	第1水準	U+96BB	0x96BB
席	1-32-42	第1水準	U+5E2D	0x5E2D
惜	1-32-43	第1水準	U+60DC	0x60DC
戚	1-32-44	第1水準	U+621A	0x621A
斥	1-32-45	第1水準	U+65A5	0x65A5
昔	1-32-46	第1水準	U+6614	0x6614
析	1-32-47	第1水準	U+6790	0x6790
石	1-32-48	第1水準	U+77F3	0x77F3
積	1-32-49	第1水準	U+7A4D	0x7A4D
籍	1-32-50	第1水準	U+7C4D	0x7C4D
績	1-32-51	第1水準	U+7E3E	0x7E3E
脊	1-32-52	第1水準	U+810A	0x810A
責	1-32-53	第1水準	U+8CAC	0x8CAC
赤	1-32-54	第1水準	U+8D64	0x8D64
跡	1-32-55	第1水準	U+8DE1	0x8DE1
蹟	1-32-56	第1水準	U+8E5F	0x8E5F
碩	1-32-57	第1水準	U+78A9	0x78A9
切	1-32-58	第1水準	U+5207	0x5207
拙	1-32-59	第1水準	U+62D9	0x62D9
接	1-32-60	第1水準	U+63A5	0x63A5
摂	1-32-61	第1水準	U+6442	0x6442
折	1-32-62	第1水準	U+6298	0x6298
設	1-32-63	第1水準	U+8A2D	0x8A2D
窃	1-32-64	第1水準	U+7A83	0x7A83
節	1-32-65	第1水準	U+7BC0	0x7BC0
説	1-32-66	第1水準	U+8AAC	0x8AAC
雪	1-32-67	第1水準	U+96EA	0x96EA
絶	1-32-68	第1水準	U+7D76	0x7D76
舌	1-32-69	第1水準	U+820C	0x820C
蝉	1-32-70	第1水準	U+8749	0x8749
仙	1-32-71	第1水準	U+4ED9	0x4ED9
先	1-32-72	第1水準	U+5148	0x5148
千	1-32-73	第1水準	U+5343	0x5343
占	1-32-74	第1水準	U+5360	0x5360
宣	1-32-75	第1水準	U+5BA3	0x5BA3
専	1-32-76	第1水準	U+5C02	0x5C02
尖	1-32-77	第1水準	U+5C16	0x5C16
川	1-32-78	第1水準	U+5DDD	0x5DDD
戦	1-32-79	第1水準	U+6226	0x6226
扇	1-32-80	第1水準	U+6247	0x6247
撰	1-32-81	第1水準	U+64B0	0x64B0
栓	1-32-82	第1水準	U+6813	0x6813
栴	1-32-83	第1水準	U+6834	0x6834
泉	1-32-84	第1水準	U+6CC9	0x6CC9
浅	1-32-85	第1水準	U+6D45	0x6D45
洗	1-32-86	第1水準	U+6D17	0x6D17
染	1-32-87	第1水準	U+67D3	0x67D3
潜	1-32-88	第1水準	U+6F5C	0x6F5C
煎	1-32-89	第1水準	U+714E	0x714E
煽	1-32-90	第1水準	U+717D	0x717D
旋	1-32-91	第1水準	U+65CB	0x65CB
穿	1-32-92	第1水準	U+7A7F	0x7A7F
箭	1-32-93	第1水準	U+7BAD	0x7BAD
線	1-32-94	第1水準	U+7DDA	0x7DDA
繊	1-33-01	第1水準	U+7E4A	0x7E4A
羨	1-33-02	第1水準	U+7FA8	0x7FA8
腺	1-33-03	第1水準	U+817A	0x817A
舛	1-33-04	第1水準	U+821B	0x821B
船	1-33-05	第1水準	U+8239	0x8239
薦	1-33-06	第1水準	U+85A6	0x85A6
詮	1-33-07	第1水準	U+8A6E	0x8A6E
賎	1-33-08	第1水準	U+8CCE	0x8CCE
践	1-33-09	第1水準	U+8DF5	0x8DF5
選	1-33-10	第1水準	U+9078	0x9078
遷	1-33-11	第1水準	U+9077	0x9077
銭	1-33-12	第1水準	U+92AD	0x92AD
銑	1-33-13	第1水準	U+9291	0x9291
閃	1-33-14	第1水準	U+9583	0x9583
鮮	1-33-15	第1水準	U+9BAE	0x9BAE
前	1-33-16	第1水準	U+524D	0x524D
善	1-33-17	第1水準	U+5584	0x5584
漸	1-33-18	第1水準	U+6F38	0x6F38
然	1-33-19	第1水準	U+7136	0x7136
全	1-33-20	第1水準	U+5168	0x5168
禅	1-33-21	第1水準	U+7985	0x7985
繕	1-33-22	第1水準	U+7E55	0x7E55
膳	1-33-23	第1水準	U+81B3	0x81B3
糎	1-33-24	第1水準	U+7CCE	0x7CCE
噌	1-33-25	第1水準	U+564C	0x564C
塑	1-33-26	第1水準	U+5851	0x5851
岨	1-33-27	第1水準	U+5CA8	0x5CA8
措	1-33-28	第1水準	U+63AA	0x63AA
曾	1-33-29	第1水準	U+66FE	0x66FE
曽	1-33-30	第1水準	U+66FD	0x66FD
楚	1-33-31	第1水準	U+695A	0x695A
狙	1-33-32	第1水準	U+72D9	0x72D9
疏	1-33-33	第1水準	U+758F	0x758F
疎	1-33-34	第1水準	U+758E	0x758E
礎	1-33-35	第1水準	U+790E	0x790E
祖	1-33-36	第1水準	U+7956	0x7956
租	1-33-37	第1水準	U+79DF	0x79DF
粗	1-33-38	第1水準	U+7C97	0x7C97
素	1-33-39	第1水準	U+7D20	0x7D20
組	1-33-40	第1水準	U+7D44	0x7D44
蘇	1-33-41	第1水準	U+8607	0x8607
訴	1-33-42	第1水準	U+8A34	0x8A34
阻	1-33-43	第1水準	U+963B	0x963B
遡	1-33-44	第1水準	U+9061	0x9061
鼠	1-33-45	第1水準	U+9F20	0x9F20
僧	1-33-46	第1水準	U+50E7	0x50E7
創	1-33-47	第1水準	U+5275	0x5275
双	1-33-48	第1水準	U+53CC	0x53CC
叢	1-33-49	第1水準	U+53E2	0x53E2
倉	1-33-50	第1水準	U+5009	0x5009
喪	1-33-51	第1水準	U+55AA	0x55AA
壮	1-33-52	第1水準	U+58EE	0x58EE
奏	1-33-53	第1水準	U+594F	0x594F
爽	1-33-54	第1水準	U+723D	0x723D
宋	1-33-55	第1水準	U+5B8B	0x5B8B
層	1-33-56	第1水準	U+5C64	0x5C64
匝	1-33-57	第1水準	U+531D	0x531D
惣	1-33-58	第1水準	U+60E3	0x60E3
想	1-33-59	第1水準	U+60F3	0x60F3
捜	1-33-60	第1水準	U+635C	0x635C
掃	1-33-61	第1水準	U+6383	0x6383
挿	1-33-62	第1水準	U+633F	0x633F
掻	1-33-63	第1水準	U+63BB	0x63BB
操	1-33-64	第1水準	U+64CD	0x64CD
早	1-33-65	第1水準	U+65E9	0x65E9
曹	1-33-66	第1水準	U+66F9	0x66F9
巣	1-33-67	第1水準	U+5DE3	0x5DE3
槍	1-33-68	第1水準	U+69CD	0x69CD
槽	1-33-69	第1水準	U+69FD	0x69FD
漕	1-33-70	第1水準	U+6F15	0x6F15
燥	1-33-71	第1水準	U+71E5	0x71E5
争	1-33-72	第1水準	U+4E89	0x4E89
痩	1-33-73	第1水準	U+75E9	0x75E9
相	1-33-74	第1水準	U+76F8	0x76F8
窓	1-33-75	第1水準	U+7A93	0x7A93
糟	1-33-76	第1水準	U+7CDF	0x7CDF
総	1-33-77	第1水準	U+7DCF	0x7DCF
綜	1-33-78	第1水準	U+7D9C	0x7D9C
聡	1-33-79	第1水準	U+8061	0x8061
草	1-33-80	第1水準	U+8349	0x8349
荘	1-33-81	第1水準	U+8358	0x8358
葬	1-33-82	第1水準	U+846C	0x846C
蒼	1-33-83	第1水準	U+84BC	0x84BC
藻	1-33-84	第1水準	U+85FB	0x85FB
装	1-33-85	第1水準	U+88C5	0x88C5
走	1-33-86	第1水準	U+8D70	0x8D70
送	1-33-87	第1水準	U+9001	0x9001
遭	1-33-88	第1水準	U+906D	0x906D
鎗	1-33-89	第1水準	U+9397	0x9397
霜	1-33-90	第1水準	U+971C	0x971C
騒	1-33-91	第1水準	U+9A12	0x9A12
像	1-33-92	第1水準	U+50CF	0x50CF
増	1-33-93	第1水準	U+5897	0x5897
憎	1-33-94	第1水準	U+618E	0x618E
臓	1-34-01	第1水準	U+81D3	0x81D3
蔵	1-34-02	第1水準	U+8535	0x8535
贈	1-34-03	第1水準	U+8D08	0x8D08
造	1-34-04	第1水準	U+9020	0x9020
促	1-34-05	第1水準	U+4FC3	0x4FC3
側	1-34-06	第1水準	U+5074	0x5074
則	1-34-07	第1水準	U+5247	0x5247
即	1-34-08	第1水準	U+5373	0x5373
息	1-34-09	第1水準	U+606F	0x606F
捉	1-34-10	第1水準	U+6349	0x6349
束	1-34-11	第1水準	U+675F	0x675F
測	1-34-12	第1水準	U+6E2C	0x6E2C
足	1-34-13	第1水準	U+8DB3	0x8DB3
速	1-34-14	第1水準	U+901F	0x901F
俗	1-34-15	第1水準	U+4FD7	0x4FD7
属	1-34-16	第1水準	U+5C5E	0x5C5E
賊	1-34-17	第1水準	U+8CCA	0x8CCA
族	1-34-18	第1水準	U+65CF	0x65CF
続	1-34-19	第1水準	U+7D9A	0x7D9A
卒	1-34-20	第1水準	U+5352	0x5352
袖	1-34-21	第1水準	U+8896	0x8896
其	1-34-22	第1水準	U+5176	0x5176
揃	1-34-23	第1水準	U+63C3	0x63C3
存	1-34-24	第1水準	U+5B58	0x5B58
孫	1-34-25	第1水準	U+5B6B	0x5B6B
尊	1-34-26	第1水準	U+5C0A	0x5C0A
損	1-34-27	第1水準	U+640D	0x640D
村	1-34-28	第1水準	U+6751	0x6751
遜	1-34-29	第1水準	U+905C	0x905C
他	1-34-30	第1水準	U+4ED6	0x4ED6
多	1-34-31	第1水準	U+591A	0x591A
太	1-34-32	第1水準	U+592A	0x592A
汰	1-34-33	第1水準	U+6C70	0x6C70
詑	1-34-34	第1水準	U+8A51	0x8A51
唾	1-34-35	第1水準	U+553E	0x553E
堕	1-34-36	第1水準	U+5815	0x5815
妥	1-34-37	第1水準	U+59A5	0x59A5
惰	1-34-38	第1水準	U+60F0	0x60F0
打	1-34-39	第1水準	U+6253	0x6253
柁	1-34-40	第1水準	U+67C1	0x67C1
舵	1-34-41	第1水準	U+8235	0x8235
楕	1-34-42	第1水準	U+6955	0x6955
陀	1-34-43	第1水準	U+9640	0x9640
駄	1-34-44	第1水準	U+99C4	0x99C4
騨	1-34-45	第1水準	U+9A28	0x9A28
体	1-34-46	第1水準	U+4F53	0x4F53
堆	1-34-47	第1水準	U+5806	0x5806
対	1-34-48	第1水準	U+5BFE	0x5BFE
耐	1-34-49	第1水準	U+8010	0x8010
岱	1-34-50	第1水準	U+5CB1	0x5CB1
帯	1-34-51	第1水準	U+5E2F	0x5E2F
待	1-34-52	第1水準	U+5F85	0x5F85
怠	1-34-53	第1水準	U+6020	0x6020
態	1-34-54	第1水準	U+614B	0x614B
戴	1-34-55	第1水準	U+6234	0x6234
替	1-34-56	第1水準	U+66FF	0x66FF
泰	1-34-57	第1水準	U+6CF0	0x6CF0
滞	1-34-58	第1水準	U+6EDE	0x6EDE
胎	1-34-59	第1水準	U+80CE	0x80CE
腿	1-34-60	第1水準	U+817F	0x817F
苔	1-34-61	第1水準	U+82D4	0x82D4
袋	1-34-62	第1水準	U+888B	0x888B
貸	1-34-63	第1水準	U+8CB8	0x8CB8
退	1-34-64	第1水準	U+9000	0x9000
逮	1-34-65	第1水準	U+902E	0x902E
隊	1-34-66	第1水準	U+968A	0x968A
黛	1-34-67	第1水準	U+9EDB	0x9EDB
鯛	1-34-68	第1水準	U+9BDB	0x9BDB
代	1-34-69	第1水準	U+4EE3	0x4EE3
台	1-34-70	第1水準	U+53F0	0x53F0
大	1-34-71	第1水準	U+5927	0x5927
第	1-34-72	第1水準	U+7B2C	0x7B2C
醍	1-34-73	第1水準	U+918D	0x918D
題	1-34-74	第1水準	U+984C	0x984C
鷹	1-34-75	第1水準	U+9DF9	0x9DF9
滝	1-34-76	第1水準	U+6EDD	0x6EDD
瀧	1-34-77	第1水準	U+7027	0x7027
卓	1-34-78	第1水準	U+5353	0x5353
啄	1-34-79	第1水準	U+5544	0x5544
宅	1-34-80	第1水準	U+5B85	0x5B85
托	1-34-81	第1水準	U+6258	0x6258
択	1-34-82	第1水準	U+629E	0x629E
拓	1-34-83	第1水準	U+62D3	0x62D3
沢	1-34-84	第1水準	U+6CA2	0x6CA2
濯	1-34-85	第1水準	U+6FEF	0x6FEF
琢	1-34-86	第1水準	U+7422	0x7422
託	1-34-87	第1水準	U+8A17	0x8A17
鐸	1-34-88	第1水準	U+9438	0x9438
濁	1-34-89	第1水準	U+6FC1	0x6FC1
諾	1-34-90	第1水準	U+8AFE	0x8AFE
茸	1-34-91	第1水準	U+8338	0x8338
凧	1-34-92	第1水準	U+51E7	0x51E7
蛸	1-34-93	第1水準	U+86F8	0x86F8
只	1-34-94	第1水準	U+53EA	0x53EA
叩	1-35-01	第1水準	U+53E9	0x53E9
但	1-35-02	第1水準	U+4F46	0x4F46
達	1-35-03	第1水準	U+9054	0x9054
辰	1-35-04	第1水準	U+8FB0	0x8FB0
奪	1-35-05	第1水準	U+596A	0x596A
脱	1-35-06	第1水準	U+8131	0x8131
巽	1-35-07	第1水準	U+5DFD	0x5DFD
竪	1-35-08	第1水準	U+7AEA	0x7AEA
辿	1-35-09	第1水準	U+8FBF	0x8FBF
棚	1-35-10	第1水準	U+68DA	0x68DA
谷	1-35-11	第1水準	U+8C37	0x8C37
狸	1-35-12	第1水準	U+72F8	0x72F8
鱈	1-35-13	第1水準	U+9C48	0x9C48
樽	1-35-14	第1水準	U+6A3D	0x6A3D
誰	1-35-15	第1水準	U+8AB0	0x8AB0
丹	1-35-16	第1水準	U+4E39	0x4E39
単	1-35-17	第1水準	U+5358	0x5358
嘆	1-35-18	第1水準	U+5606	0x5606
坦	1-35-19	第1水準	U+5766	0x5766
担	1-35-20	第1水準	U+62C5	0x62C5
探	1-35-21	第1水準	U+63A2	0x63A2
旦	1-35-22	第1水準	U+65E6	0x65E6
歎	1-35-23	第1水準	U+6B4E	0x6B4E
淡	1-35-24	第1水準	U+6DE1	0x6DE1
湛	1-35-25	第1水準	U+6E5B	0x6E5B
炭	1-35-26	第1水準	U+70AD	0x70AD
短	1-35-27	第1水準	U+77ED	0x77ED
端	1-35-28	第1水準	U+7AEF	0x7AEF
箪	1-35-29	第1水準	U+7BAA	0x7BAA
綻	1-35-30	第1水準	U+7DBB	0x7DBB
耽	1-35-31	第1水準	U+803D	0x803D
胆	1-35-32	第1水準	U+80C6	0x80C6
蛋	1-35-33	第1水準	U+86CB	0x86CB
誕	1-35-34	第1水準	U+8A95	0x8A95
